owner_acronym,total_entries,total_contracts,total_amendments
pspc,219,101,118
inac,28,24,4
isc,13,10,3
pc,10,4,6
dnd,9,7,2
nrcan,8,5,3
csc,8,4,4
dfo,8,5,3
ssc,8,3,5
hc,7,4,3
phac,7,4,3
ec,6,4,2
ircc,5,5,0
gac,4,4,0
tc,3,2,1
cnsc,2,2,0
pch,2,1,1
rcmp,2,2,0
nrc,1,1,0
ppsc,1,1,0
just,1,1,0
csa,1,1,0
esdc,1,1,0
nserc,1,1,0
tbs,1,1,0
