gen_vendor_normalized,total_entries,total_contracts,total_amendments
ORACLE CANADA,35,35,0
SIERRA SYSTEMS GROUP,34,19,15
DURHAM INSTRUMENTS,34,33,1
WSP,34,30,4
AIXTRON GENUS,34,33,1
BSD SOLUTIONS,33,30,3
COPPERTREE ANALYTICS,33,6,27
EBARA TECHNOLOGIES,33,33,0
PRICEWATERHOUSE COOPERS,33,21,12
CREAFORM,32,32,0
PHYSICAL ELECTRONICS USA,32,32,0
GAMBLE TECHNOLOGIES,32,32,0
CACHE COMPUTER CONSULTING,32,16,16
NOVA VISUAL PRODUCTS,31,31,0
SUPERIOR PROPANE,31,24,7
BEDARD RESSOURCES,31,17,14
METROPOLITAN LOOSE LEAF,31,24,7
MAXXAM ANALYTIQUE,30,23,7
CARMICHAEL ENGINEERING,30,26,4
BIO RAD LABORATORIES,30,29,1
CANADIAN STANDARDS ASSOCIATION,30,16,14
MISHKUMI TECHNOLOGIES,30,29,1
TEKNION,30,30,0
QUANTUM MANAGEMENT SERVICES,30,17,13
APPLIED BIOSYSTEMS,30,27,3
BD BIOSCIENCES,30,30,0
ACT,30,30,0
CALIAN,30,13,17
STERIS CANADA,29,27,2
ASML US,29,29,0
NATIONAL INSTRUMENTS,29,28,1
THORLABS,28,28,0
LES TECHNOLOGIES POLYCONTROLES,28,28,0
GRAHAM OIL ENERGY,28,26,2
NITRO MICROSYSTEMS,28,27,1
EDWARDS VACUUM,28,28,0
MSPEC,28,27,1
AINSWORTH,28,28,0
MACDONALD DETTWILER AND ASSOCIATES,28,17,11
DASSAULT SYSTEMES CANADA,28,28,0
CGG VINYL SPECIALTIES,28,22,6
INFORS CANADA,28,27,1
STRUERS,27,27,0
CARLETON UNIVERSITY,27,27,0
PMG TECHNOLOGIES,27,21,6
GEMMA PROPERTY SERVICES,27,22,5
PROQUEST,27,27,0
CS CLEAN SYSTEMS,27,27,0
MOTTLAB,26,25,1
CAREWORX,26,26,0
CISTEL TECHNOLOGY,26,12,14
UNILANGUES,26,19,7
DYNAMIC PERSONNEL CONSULTANTS,26,18,8
TAG HR IT,26,18,8
SPICERS CANADA,26,16,10
TP CRAWFORD,25,15,10
IRVINE SCIENTIFIC,25,24,1
R R AUTOMATION,25,21,4
AIRTRON CANADA,25,23,2
4165047 CANADA,25,9,16
LA CITE COLLEGIALE,25,19,6
PROMAXIS,25,23,2
CULLIGAN,25,22,3
LEIBE ENGINEERING ASSOCIATES,24,23,1
CONTROLLED ENVIRONMENTS,24,22,2
LAPLANTE BUILDERS,24,16,8
CREE,24,24,0
MANDEL SCIENTIFIC COMPANY,24,23,1
JEOL CANADA,24,15,9
COLE PARMER CANADA,24,24,0
TURTLE ISLAND STAFFING,24,15,9
PROTOCAN,24,24,0
SARTORIUS STEDIM NORTH AMERICA,24,24,0
CCR PROCESS PRODUCTS GROUP,23,23,0
SIRCO MACHINERY COMPANY,23,21,2
THOMPSON BOILER WORKS,23,18,5
THE CONFERENCE BOARD OF CANADA,23,23,0
QMR,23,15,8
ESI INTERNATIONAL,23,10,13
SNOWHOUSE SOLUTIONS,23,23,0
CHEMROUTES,23,3,20
THERMOFISHER SCIENTIFIC,23,22,1
GROUPE HARNOIS,22,21,1
KPMG,22,14,8
DEFRAN,22,14,8
MOLECULAR DEVICES,22,22,0
REGIONAL ELEVATOR SERVICES,22,12,10
METTLER TOLEDO,22,22,0
GOLDER ASSOCIATES,22,20,2
GARTNER,22,19,3
CARLETON ELECTRIC,22,14,8
FORD MOTOR COMPANY,22,22,0
TOMLINSON ENVIRONMENTAL SERVICES,21,17,4
JOHNSON CONTROLS,21,20,1
SERGE ZIMOLA CONSTRUCTION,21,10,11
BIARRITZ CONSTRUCTION,21,18,3
UNIVERSITY OF BRITISH COLUMBIA,21,19,2
RANDSTAD,21,11,10
AB SCIEX,21,21,0
CLEAN HARBORS CANADA,21,20,1
PROQUEST INFORMATION AND LEARNING,21,20,1
INNOVATION ROYAL,21,21,0
EPPENDORF CANADA,21,21,0
KEYENCE CANADA,20,20,0
AMERESCO CANADA,20,6,14
MALVERN INSTRUMENTS CANADA,20,20,0
CARL ZEISS CANADA,20,19,1
DIRECT ENERGY,20,16,4
LIVERMORE SOFTWARE,20,18,2
SAP,20,17,3
BIO RAD LABORATORIES CANADA,20,20,0
CIMA CANADA,20,13,7
EAGLE COPTERS MAINTENANCE,20,16,4
SNG ELECTRIC,20,19,1
MCNOLTY MECHANICAL,19,13,6
