gen_vendor_normalized,total_entries,total_contracts,total_amendments
FISHER SCIENTIFIC,381,375,6
HONEYWELL,276,263,13
SHARP ELECTRONICS,268,183,85
CANADIAN CORPS OF COMMISSIONAIRES,264,208,56
VWR INTERNATIONAL,241,235,6
ILLUMINA,232,212,20
AGILENT,209,206,3
ATCO,206,99,107
STANTEC,200,163,37
SIEMENS,183,164,19
AIR PRODUCTS CANADA,169,109,60
AIR LIQUIDE CANADA,159,108,51
EXCEL HUMAN RESOURCES,157,73,84
LIFE TECHNOLOGIES,132,130,2
SNC LAVALIN,118,95,23
MTS ALLSTREAM,116,114,2
GENERAL ELECTRIC CANADA,113,107,6
NISHA TECHONOLOGIES,113,109,4
TESTFORCE SYSTEMS,113,111,2
THE MATHWORKS,112,111,1
AXT,103,103,0
XEROX,102,79,23
WATERS,99,94,5
TEKSYSTEMS CANADA,96,27,69
PHASELOCK SYSTEMS INTERNATIONAL,96,92,4
PRAXAIR CANADA,93,59,34
PRAXAIR PRODUCTS,89,61,28
LINDE CANADA,89,76,13
NATIONAL INSTRUMENTS CANADA,87,86,1
ALTIS HUMAN RESOURCES,85,51,34
KURT J LESKER CANADA,84,63,21
HITACHI DATA SYSTEMS,84,80,4
OPSIS GESTION DINFRASTRUCTURES,84,75,9
LCI ENGINEERING,83,78,5
BELL CANADA,80,59,21
MINDWIRE SYSTEMS,73,23,50
AV TECH,72,63,9
BECKMAN COULTER CANADA,68,66,2
NORTHERN MICRO,68,64,4
ADVANCED BUSINESS INTERIORS,68,68,0
HOSKIN SCIENTIFIC,65,65,0
CONCEPT CONTROLS,64,58,6
AVJET HOLDING,63,60,3
TUC MANAGED IT SOLUTIONS,62,61,1
ANSYS CANADA,61,60,1
ILLUMINA CANADA,57,43,14
KF AEROSPACE,56,46,10
NEWPORT,55,55,0
ROCHE DIAGNOSTICS,54,54,0
UNIVERSITY OF ALBERTA,54,44,10
MATERION,52,52,0
CBCITELECOM,51,48,3
FISHER SCIENTIFIC COMPANY,50,49,1
KEYSIGHT TECHNOLOGIES CANADA,50,50,0
SHI CANADA,48,47,1
DALIMAR INSTRUMENTS,47,46,1
AKZO NOBEL POLYMER CHEMICALS,44,44,0
SOFTCHOICE,43,42,1
A TECH INSTRUMENTS,42,38,4
BLACK MCDONALD,42,23,19
TA INSTRUMENTS,42,39,3
LAURENTIDE CONTROLS,41,41,0
PERKIN ELMER HEALTH SCIENCES,41,40,1
DELOITTE AND TOUCHE,41,25,16
DOMUS BUILDING CLEANING,40,30,10
OLYMPUS CANADA,40,40,0
BRUKER AXS,39,36,3
GROUPE INTERSOL GROUP,39,37,2
MEGS SPECIALTY GASES,39,29,10
OVID TECHNOLOGIES,39,39,0
COHERENT LASER GROUP,39,36,3
THE AIM GROUP,39,27,12
CANON,38,35,3
THERMO FISHER SCIENTIFIC,37,37,0
ELSEVIER,37,37,0
BRUKER,37,35,2
MICROSOFT CANADA,37,35,2
MACEWEN PETROLEUM,36,31,5
BENCHMARK TECHNOLOGIES,36,35,1
EBSCO CANADA,36,12,24
COMSOL,35,35,0
UNIVERSITY OF OTTAWA,35,26,9
JAVELIN TECHNOLOGIES,35,35,0
SPTS TECHNOLOGIES,35,35,0
DELL COMPUTER,35,33,2
