owner_acronym,sum_effective_value
esdc,77686916.40
tbs,38840196.82
pspc,36955659.87
dnd,19216005.52
ec,13409163.07
phac,12606448.65
hc,9440810.25
agr,9125036.33
tc,8690759.51
ircc,7259547.14
rcmp,6004806.18
gac,4064536.88
pc,2450875.01
cbsa,1888883.76
ic,1816080.00
csc,1430612.00
dfo,1345427.50
inac,1018583.11
pptc,955230.75
vac,876925.00
osfi,789953.60
nrcan,456229.19
psc,351180.00
pch,298340.40
csa,211522.50
ps,186450.02
ssc,149436.45
ced,86231.25
cnsc,51415.00
oag,24577.51
stats,24182.00
