owner_acronym,sum_effective_value
dnd,54939135.12
ssc,52237019.30
rcmp,6959114.53
esdc,3747620.35
hc,3680884.61
ec,2137259.60
phac,1639311.86
gac,592704.24
ircc,415440.56
irb,219948.23
dfo,218893.50
cpc,192576.86
pch,102676.70
cnsc,87283.67
tc,37161.18
cgc,24908.52
ic,24726.59
pco,13883.07
ijc,9009.49
