vendor_normalized,effective_year,sum_yearly_value
BELL CANADA,2010,11515274.02
BELL CANADA,2011,12853392.97
BELL CANADA,2012,9259719.03
BELL CANADA,2013,6394303.67
BELL CANADA,2014,7916530.16
BELL CANADA,2015,5529204.64
BELL CANADA,2016,5356319.15
BELL CANADA,2017,650659.32
BELL CANADA,2018,24835472.55
BELL CANADA,2019,19041962.73
CANADIAN CORPS OF COMMISSIONAIRES,2010,10752951.27
CANADIAN CORPS OF COMMISSIONAIRES,2011,13819485.09
CANADIAN CORPS OF COMMISSIONAIRES,2012,12630445.58
CANADIAN CORPS OF COMMISSIONAIRES,2013,27319212.32
CANADIAN CORPS OF COMMISSIONAIRES,2014,36610133.73
CANADIAN CORPS OF COMMISSIONAIRES,2015,33955119.08
CANADIAN CORPS OF COMMISSIONAIRES,2016,25612344.94
CANADIAN CORPS OF COMMISSIONAIRES,2017,67650331.57
CANADIAN CORPS OF COMMISSIONAIRES,2018,82026039.93
CANADIAN CORPS OF COMMISSIONAIRES,2019,62176697.79
CONTEMPORARY SECURITY CANADA,2010,364037167.76
FORD MOTOR COMPANY,2010,14369225.32
FORD MOTOR COMPANY,2011,15662653.61
FORD MOTOR COMPANY,2012,28788298.33
FORD MOTOR COMPANY,2013,26002393.24
FORD MOTOR COMPANY,2014,5873097.24
FORD MOTOR COMPANY,2015,32225425.40
FORD MOTOR COMPANY,2016,33465219.04
FORD MOTOR COMPANY,2017,29281085.43
FORD MOTOR COMPANY,2018,33691304.58
FORD MOTOR COMPANY,2019,24685259.33
GENERAL DYNAMICS,2010,405742.26
GENERAL DYNAMICS,2011,128498.62
GENERAL DYNAMICS,2012,297101.77
GENERAL DYNAMICS,2013,3752343.17
GENERAL DYNAMICS,2014,1330167.70
GENERAL DYNAMICS,2015,2270325.79
GENERAL DYNAMICS,2016,17183388.35
GENERAL DYNAMICS,2017,19139198.65
GENERAL DYNAMICS,2018,7175445.11
GENERAL DYNAMICS,2019,14012358.39
GENERAL MOTORS,2010,9067552.00
GENERAL MOTORS,2011,17709967.21
GENERAL MOTORS,2012,21570837.40
GENERAL MOTORS,2013,20770550.73
GENERAL MOTORS,2014,10636766.38
GENERAL MOTORS,2015,14575516.00
GENERAL MOTORS,2016,6497859.93
GENERAL MOTORS,2017,15756967.16
GENERAL MOTORS,2018,21886766.58
GENERAL MOTORS,2019,31588885.97
HOLLAND AMERICA LINE,2010,56610333.38
IBM CANADA,2010,1565576.36
IBM CANADA,2011,4597741.35
IBM CANADA,2012,14575765.40
IBM CANADA,2013,19936669.54
IBM CANADA,2014,7280431.31
IBM CANADA,2015,6947207.00
IBM CANADA,2016,8155143.32
IBM CANADA,2017,8246172.25
IBM CANADA,2018,5258786.67
IBM CANADA,2019,10479215.52
MOTOROLA SOLUTIONS CANADA,2010,18826200.87
MOTOROLA SOLUTIONS CANADA,2011,3893449.27
MOTOROLA SOLUTIONS CANADA,2012,17218535.06
MOTOROLA SOLUTIONS CANADA,2013,9084219.37
MOTOROLA SOLUTIONS CANADA,2014,18395037.50
MOTOROLA SOLUTIONS CANADA,2015,28548161.07
MOTOROLA SOLUTIONS CANADA,2016,28810144.05
MOTOROLA SOLUTIONS CANADA,2017,37041576.22
MOTOROLA SOLUTIONS CANADA,2018,61614295.73
MOTOROLA SOLUTIONS CANADA,2019,22110083.27
PANASONIC,2010,6273071.94
PANASONIC,2011,9813188.18
PANASONIC,2012,3695034.84
PANASONIC,2013,4254427.02
PANASONIC,2014,5159148.86
PANASONIC,2015,4256043.73
PANASONIC,2016,3194435.83
PANASONIC,2017,2401476.93
PANASONIC,2018,3688578.81
PANASONIC,2019,4900338.79
