source_year,total_original_entries,entries_below_25k,entries_above_25k,original_sum_below_25k,original_sum_above_25k
2015,64,29,35,527595.19,4200741.53
2016,184,98,86,1751848.15,10312956.94
2017,113,65,48,1099721.73,6147984.24
2018,119,67,52,1154874.46,5935517.57
2019,215,173,42,3008661.65,3141386.38
