source_year,total_original_entries,entries_below_24k,entries_between_24k_and_26k,entries_above_26k,original_sum_below_24k,original_sum_between_24k_and_26k,original_sum_above_26k
2015,64,23,6,35,378606.61,148988.58,4200741.53
2016,184,76,23,85,1206169.62,571126.54,10287508.93
2017,113,58,8,47,926720.73,198001.00,6122984.24
2018,119,54,13,52,833100.46,321774.00,5935517.57
2019,215,153,22,40,2513827.29,545763.74,3090457.00
