gen_vendor_normalized,source_year,total_entries,total_contracts,total_amendments
CANADIAN CORPS OF COMMISSIONAIRES,2015,2,2,0
CANADIAN CORPS OF COMMISSIONAIRES,2016,3,2,1
CANADIAN CORPS OF COMMISSIONAIRES,2017,2,2,0
CANADIAN CORPS OF COMMISSIONAIRES,2018,3,3,0
CANADIAN CORPS OF COMMISSIONAIRES,2019,1,1,0
DELL COMPUTER,2015,1,1,0
DELL COMPUTER,2016,5,5,0
DELL COMPUTER,2017,1,1,0
DELL COMPUTER,2018,3,2,1
DELL COMPUTER,2019,2,2,0
DELTA OTTAWA CITY CENTER,2016,3,3,0
DELTA OTTAWA CITY CENTER,2017,1,0,1
DELTA OTTAWA CITY CENTER,2018,2,2,0
DELTA OTTAWA CITY CENTER,2019,25,19,6
EDGAR,2015,3,2,1
EDGAR,2016,4,2,2
EDGAR,2017,3,2,1
EDGAR,2018,3,1,2
EDGAR,2019,3,1,2
GOSS GILROY,2015,1,1,0
GOSS GILROY,2016,4,3,1
GOSS GILROY,2017,1,0,1
GOSS GILROY,2018,1,1,0
GOSS GILROY,2019,3,3,0
LORD ELGIN HOTEL,2015,1,1,0
LORD ELGIN HOTEL,2016,4,4,0
LORD ELGIN HOTEL,2017,4,4,0
LORD ELGIN HOTEL,2018,8,8,0
LORD ELGIN HOTEL,2019,18,15,3
MICROSOFT CANADA,2015,2,2,0
MICROSOFT CANADA,2016,3,3,0
MICROSOFT CANADA,2017,3,2,1
MICROSOFT CANADA,2018,1,1,0
MICROSOFT CANADA,2019,3,3,0
ORACLE CANADA,2015,2,2,0
ORACLE CANADA,2016,1,1,0
ORACLE CANADA,2017,5,5,0
ORACLE CANADA,2018,4,3,1
ORACLE CANADA,2019,3,3,0
OTTAWA MARRIOTT HOTELS INNVEST HOTELS GP,2016,7,7,0
OTTAWA MARRIOTT HOTELS INNVEST HOTELS GP,2017,5,4,1
OTTAWA MARRIOTT HOTELS INNVEST HOTELS GP,2018,11,11,0
OTTAWA MARRIOTT HOTELS INNVEST HOTELS GP,2019,88,85,3
SOFTCHOICE,2016,2,2,0
SOFTCHOICE,2017,2,2,0
SOFTCHOICE,2018,5,5,0
SOFTCHOICE,2019,4,4,0
