gen_vendor_normalized,total_entries,total_contracts,total_amendments
DRUIDE INFORMATIQUE,4,4,0
MAXSYS,4,3,1
HOTEL INDIGO,4,4,0
GROUPE VOXCO,4,4,0
ERNST YOUNG,4,3,1
ST MICHAELS HOSPITAL,4,4,0
SERENA SOFTWARE,4,2,2
CODEWORK,4,4,0
TERAMACH TECHNOLOGIES,4,4,0
PRINTERS PLUS,4,2,2
CONEXSYS,4,4,0
OTTAWA MARRIOTT,4,4,0
PROGRAM EVALUATION AND BEYOND,3,2,1
RFP SOLUTIONS,3,3,0
PROCOM CONSULTANTS,3,1,2
EAGLE PROFESSIONAL RESOURCES,3,3,0
CBCI TELECOM,3,3,0
OTTAWA SECURITY SYSTEMS COMMUNICATIONS,3,3,0
CAREWORX,3,3,0
SERVICES LINGUISTIQUES VERSACOM,3,3,0
BELL CANADA,3,3,0
CANADIAN PRESS ENTERPRISES,3,3,0
SI SYSTEMS,3,1,2
AUBUT ASSOCIATES,3,2,1
STRACHAN TOMLINSON,3,3,0
INSTITUTE ON GOVERNANCE,3,2,1
BPM CONSULTING BPM GOVERNMENT IM IT CONSULTING,2,2,0
4 OFFICE AUTOMATION,2,1,1
8937753 CANADA,2,1,1
ADOXIO BUSINESS SOLUTIONS,2,2,0
AE COMPUTARE,2,2,0
ALPHINAT,2,2,0
ALTIS HUMAN RESOURCES,2,2,0
AUSPICE SAFETY,2,1,1
BANG THE TABLE CANADA,2,2,0
BERLITZ CANADA,2,2,0
BRADDA PRINTING SERVICES,2,1,1
CARRIER LOUISE,2,1,1
CASEWARE IDEA,2,2,0
DELTA CHELSEA HOTEL GREAT EAGLE HOTELS,2,2,0
DENSAN CONSULTANTS,2,2,0
DONNA CONA,2,2,0
FERENCE COMPANY,2,2,0
FORD MOTOR COMPANY,2,1,1
FOSS MARK,2,2,0
FUJITSU,2,2,0
GENESIS INTEGRATION,2,2,0
GESTALT COLLECTIVE,2,1,1
GESTION LEFRANCOIS,2,1,1
I4C CONSULTING,2,1,1
INJURY PREVENTION PLUS,2,2,0
INSTRUX MEDIA,2,1,1
LUMINA IT,2,2,0
MRI SOFTWARE,2,2,0
NEWFOUND RECRUITING,2,1,1
ODGERS BERNDSTON OTTAWA,2,2,0
OPENTEXT,2,2,0
OTTAWA CONFERENCE AND EVENT CENTRE,2,1,1
OTTAWA MARRIOTT HOTELS,2,2,0
OTTAWA SECURITY SYSTEMS,2,1,1
PARABLE COMMUNICATIONS,2,1,1
PIXELERA,2,2,0
P KOM PROMOTIONAL SPECIALITIES,2,2,0
PRAIRIE RESEARCH ASSOCIATES IN,2,2,0
PRICEWATERHOUSE COOPERS,2,2,0
PROTAK CONSULTING GROUP,2,1,1
RA MALATEST ASSOCIATES,2,2,0
ROBERT HALF CANADA,2,2,0
ROYAL MOVING STORAGEOTTAWA,2,1,1
SHERATON GATEWAY HOTEL,2,1,1
SOCIETE GAMMA UBIQUS OTTAWA,2,2,0
STRATEGYCORP,2,2,0
TELECOM COMPUTER SERVICES,2,2,0
THE RIGHT DOOR CONSULTING,2,1,1
THOMSON REUTERS SCIENTIFIC,2,2,0
UNIVERSITE DU QUEBEC A,2,2,0
VAN HOUTTE COFFEE SERVICES,2,2,0
WORKDYNAMICS TECHNOLOGIES,2,2,0
TEMPLE SCOTT ASSOCIATES,1,1,0
DOWDEN CRAIG,1,1,0
DOVERCOURT EDITORIAL SERVICES 1479303 ONTARIO,1,1,0
OBSERVATOIRE DES SCIENCES UNIVERSITE DU QUEBEC A MONTREAL,1,1,0
OCTAVE MAECENAS RECRUTEMENT CONSEILS,1,1,0
A HUNDRED ANSWERS AFF MNP,1,1,0
TESSIER TRANSLATION,1,1,0
OPTIV CANADA FEDERAL,1,1,0
DESFAITS ANNE CECILE,1,1,0
DAIGEN COMMUNICATIONS,1,1,0
THE AIM GROUP,1,1,0
CREMER PIERRE,1,1,0
THE ASSOCIATES GROUP HUMAN RESOURCES TAG HR,1,1,0
CONVERSART CONSULTING,1,1,0
ADVANTAGE AUDIO VISUAL RENTALS,1,1,0
CONTRACT COMMUNITY,1,1,0
PAIRWISE AFFINITY,1,1,0
WORKDYNAMICS TECHNOLOGIE,1,1,0
PARALLEL 45 DESIGN GROUP,1,1,0
PARK HYATT TORONTO,1,1,0
PATON ASSOCIATES,1,1,0
PEGASIE TECHNOLOGIES,1,1,0
ZOHO,1,1,0
6395503 CANADA OTTAWA KWIK DRY,1,1,0
TRILLIUM TEAMS,1,1,0
TRUDEL JEANNOT,1,1,0
COMPUTER MEDIA PRODUCTS,1,1,0
PRIORITY MANAGEMENT STCG THE STANFORD,1,1,0
COMPUGEN,1,1,0
COFOMO,1,1,0
TUC MANAGED IT SOLUTIONS,1,1,0
PURESPIRIT SOLUTIONS,1,1,0
QUALITY SERVICES INTERNATIONAL QSI,1,1,0
QUANTUM WRITING,1,1,0
TURTLE ISLAND STAFFING,1,1,0
RAND EUROPE,1,1,0
RANDSTAD,1,1,0
RAYMOND CHABOT GRANT THORNTON CONSEIL,1,1,0
RESIDENCE INN BY MARRIOTT,1,1,0
RE THINK STRATEGIC CONSULTING,1,1,0
CLIC CENTRE DE LANGUES INTERNATIONALES CHARPENTIER,1,1,0
UNANET TECHNOLOGIES,1,1,0
YORK UNIVERSITY,1,1,0
ROYAL OTTAWA HEALTH CARE GROUP,1,1,0
SAMSON ET ASSOCIES,1,1,0
SANTIS HEALTH,1,1,0
SCIENCE METRIX,1,1,0
CISTEL TECHNOLOGY,1,1,0
SERVICES LINGUISTIQUES,1,1,0
CAPITAL OFFICE INTERIORS,1,1,0
SHAMSHERI TAHMINA,1,1,0
4TE,1,1,0
SHERATON OTTAWA HOTEL,1,1,0
SHERATON VANCOUVER WALL CENTRE,1,1,0
CANADA KNOWLEDGE ACADEMY THE,1,1,0
SMALL GLOBE,1,1,0
BROUSSEAU PIERRETTE TRILINGUIS,1,1,0
UNIVERSITE DU QUEBEC A MONTREAL UQAM,1,1,0
2158798 ONTARIO PORTMAN STUDIOS,1,1,0
BLANCHFIELD CECILIA,1,1,0
BLACKBERRY,1,1,0
BEECHWOOD CONSULTING AND RESEARCH,1,1,0
BAMBOO BRANDING,1,1,0
STRATEGIC SYSTEMS,1,1,0
ZERNAM ENTERPRISE,1,1,0
INSTITUTE OF INTERNAL AUDITORS,1,1,0
INSTITUTE FOR CIRCUMPOLAR,1,1,0
TAZIM VIRANI AND ASSOCIATES,1,1,0
INTERGRATIONWORX,1,1,0
IMATICS,1,1,0
HYATT REGENCY MONTREAL HOTELLUS MONTREAL HOLDINGS,1,1,0
JOHNSTON RESEARCH,1,1,0
