gen_vendor_normalized,total_entries,total_contracts,total_amendments
OTTAWA MARRIOTT HOTELS INNVEST HOTELS GP,111,107,4
LORD ELGIN HOTEL,35,32,3
DELTA OTTAWA CITY CENTER,31,24,7
EDGAR,16,8,8
ORACLE CANADA,15,14,1
SOFTCHOICE,13,13,0
MICROSOFT CANADA,12,11,1
DELL COMPUTER,12,11,1
CANADIAN CORPS OF COMMISSIONAIRES,11,10,1
CLARIVATE ANALYTICS,10,10,0
GOSS GILROY,10,8,2
CORRECTOUT,9,5,4
NISHA TECHONOLOGIES,9,9,0
ITEX,9,9,0
NORTHERN MICRO,9,9,0
MAPLESOFT CONSULTING,8,5,3
SMARTLAB,8,5,3
THE METCALFE HOTEL,8,8,0
9288 7231 QUEBEC LA PLAZA PLAZA GATINEAU,8,4,4
IBM CANADA,8,7,1
LIONBRIDGE,8,6,2
EXCEL HUMAN RESOURCES,7,4,3
MINDWIRE SYSTEMS,7,5,2
HAC ALT HOTELS OTTAWA BY LE GERMAIN,7,6,1
BDO CANADA,7,7,0
INFO TECH RESEARCH GROUP,7,7,0
ADVANCED CHIPPEWA TECHNOLOGIES,7,5,2
COMPUCOM CANADA,6,6,0
ADVANCED BUSINESS INTERIORS,6,6,0
ACTION PERSONNEL,6,2,4
TEKNION,6,6,0
LE GERMAIN OTTAWA,6,6,0
CGI,5,4,1
FREEBALANCE,5,5,0
MANPOWER SERVICES CANADA,5,4,1
GARTNER,5,5,0
ST JOSEPH PRINT GROUP,5,3,2
UNIVERSITE DU QUEBEC A MONTREAL,5,5,0
TRADUCTION G OUELLET,5,4,1
CNW GROUP,5,5,0
DELOITTE AND TOUCHE,5,2,3
DYNAMIC PERSONNEL CONSULTANTS 1019837 ONTARIO,5,2,3
ELSEVIER,5,4,1
MDOS CONSULTING,4,1,3
ANTHONY MACAULEY ASSOCIATES,4,4,0
SOMOS,4,2,2
INSIGHT SOFTWARE CANADA,4,3,1
OPTRICS OPTRICS A PARTNERSHIP,4,4,0
IRON MOUNTAIN CANADA,4,4,0
HOTEL PLAZA DE LA CHAUDIERE,4,4,0
