gen_vendor_normalized,total_entries,total_contracts,total_amendments
CREDIT COUNSELLING CANADA,2,2,0
ACART COMMUNICATIONS,2,2,0
ADVANCED BUSINESS INTERIORS,2,2,0
ALATUS CONSULTING,2,2,0
ARTEMP PERSONNEL SERVICES,2,1,1
ASOKAN BUSINESS INTERIORS,2,2,0
ASSOCIATION OF CANADIAN COMMUNITY COLLEGES,2,2,0
ATRIUM,2,2,0
BANFIELD SEGUIN,2,2,0
BELL CANADA,2,2,0
BLACKBERRY,2,2,0
BOARDEXPERTCOM,2,1,1
BRYMARK PROMOTIONS,2,2,0
BURKE CADER MEDIA STRATEGIES,2,2,0
CARROT INSIGHTS,2,1,1
CASFAA,2,2,0
CISION CANADA,2,2,0
CISTEL TECHNOLOGY,2,1,1
CLA PERSONNEL,2,2,0
CNWGROUP,2,2,0
COMPUZONIC,2,2,0
CORPSEMINAR,2,2,0
CURRICULUM SERVICES CANADA,2,2,0
D2K COMMUNICATIONS,2,2,0
DALIAN ENTERPRISES,2,2,0
DAVID S MCROBIE ARCHITECT,2,1,1
DELSYS RESEARCH,2,2,0
DRUIDE INFORMATIQUE,2,2,0
EBSC CANADA,2,2,0
EDGAR,2,1,1
EKOS RESEARCH ASSOCIATES,2,2,0
FOREST COMMUNICATIONS,2,2,0
FREEMAN AUDIO VISUAL,2,2,0
GALBRAITH COMMUNICATIONS,2,2,0
GORDONGROUP MARKETING COMMUNICATIONS,2,2,0
HARRIS DECIMA,2,2,0
HEBB KNIGHT AND ASSOCIATES,2,1,1
HILLKNOWLTON STRATEGIES,2,2,0
HYPERTEC,2,2,0
KBSP CANADA,2,2,0
LAFOREST COMMUNICATIONS,2,1,1
LES COMMUNICATIONS ATRIUM,2,2,0
LISA FURRIE,2,2,0
LUMINA IT,2,2,0
MANIFEST COMMUNICATIONS,2,2,0
MELTWATER NEWS CANADA,2,1,1
MIKE COMMUNICATIONS,2,2,0
MONITOR 24 7,2,2,0
NAVPOINT CONSULTING GROUP,2,2,0
NEW PRINTING,2,2,0
NICOLE CHENEVERT MIQUELON,2,2,0
NISHA TECHONOLOGIES,2,2,0
OPTIMUM TALENT,2,2,0
PAT DUNPHY,2,1,1
RE THINK STRATEGIC CONSULTING,2,2,0
RUTHERFORD MCKAY ASSOCIATES,2,2,0
SAMSON ASSOCIES,2,2,0
SOCIAL RESEARCH AND DEMONSTRATION,2,2,0
SOLISCO TRI GRAPHICS,2,2,0
SOUND VENTURE PRODUCTIONS OTTAWA,2,1,1
SOUTHSIDE COMMUNICATIONS,2,2,0
SUSAN MURRAY,2,2,0
THE BYTOWN GROUP,2,1,1
THE OF THE COUNCIL,2,2,0
THE STRATEGIC CUNSEL,2,2,0
THOMAS SCHMIDT,2,1,1
THORNLEY FALLIS 76 DESIGN,2,2,0
TORONTO GLOBAL FORUM,2,2,0
TURTLE ISLAND STAFFING,2,2,0
VISUAL PLANNING CRP,2,2,0
WASHINGTON UNIVERSITY IN STLOUIS,2,2,0
WATERCARE MARINE,2,2,0
WEB PERFORMANCE,2,2,0
LAVIN AGENCY THE,1,1,0
AGENCY59,1,1,0
LISA CORMIER ASSOCIATES,1,1,0
ACCESS 2 NETWORKS,1,1,0
LOUIS DE BELLEFEUILLE,1,1,0
LOWE MARTIN GROUP,1,1,0
LUCIANA JOHNSON,1,1,0
1760508 ONTARIO,1,1,0
LWG ARCHITECTURAL INTERIORS,1,1,0
LYRIS,1,1,0
MANAGEMENT PLUS,1,1,0
THE CONFERENCE BOARD OF CANADA,1,1,0
DOVICO SOFTWARE CANADA,1,1,0
MARKETWIRE,1,1,0
MARTIN HOGUE,1,1,0
MARY PAT MACKINNON,1,1,0
MAXSYS PROFESSIONALS AND SOLUTIONS,1,1,0
THE FINANCIAL INNOVATIONS CENTRE,1,1,0
DOLLC PRINTING,1,1,0
DELL COMPUTER,1,1,0
DAVID CLARKE,1,1,0
THE INSTITUTE ON GOVERNANCE,1,1,0
MINTO BUSINESS CENTRE,1,1,0
D2K COMMUNICATIONS 170963 CANADA,1,1,0
1382815 ONTARIO,1,1,0
NASHEL MANAGEMENT,1,1,0
CYGNOS,1,1,0
YELLOW DOOR PRODUCTIONS,1,1,0
CYAN SOLUTIONS,1,1,0
CSDC SYSTEMS,1,1,0
CREDIT COUNSELLING SOCIETY,1,1,0
1364300 ONTARIO,1,1,0
THE TRI C GROUP,1,1,0
COMMUNICATIONS BLEU BLANC ROUGE,1,1,0
