gen_vendor_normalized,total_entries,total_contracts,total_amendments
POSTMEDIA NETWORKS,3,3,0
PRIME ACCESS CONSULTING,3,2,1
GROUPE CONSEIL BAASTEL LTEELE,3,2,1
RAYMOND CHABOT GRANT THORNTON,3,3,0
NINE SECONDS,3,1,2
GLOBAL UPHOLSTERY,3,2,1
AVALERIS,3,2,1
THOMAS PAUL,3,2,1
MINDWIRE SYSTEMS,3,3,0
MEDIA Q,3,3,0
MEDIASMARTS,3,2,1
MORNEAU SHEPELL,3,1,2
MCCABE PROMOTIONAL ADVERTISING,3,3,0
MAXSYS STAFFING AND CONSULTING,3,2,1
CERIDIAN CANADA,3,2,1
FORWARDVU SOLUTIONS,3,3,0
MAHONEY ANNE LOUISE,3,2,1
ADVANCED BUSINESS INTERIORS,3,3,0
LIKE 10,3,2,1
FACILITE INFORMATIQUE CANADA,3,2,1
LA CITE COLLEGIALE,3,2,1
NEIL SQUIRE SOCIETY,3,1,2
ADRM TECHNOLOGY CONSULTING,3,3,0
APATHY IS BORING PROJECT THE,3,3,0
WILLS TRANSFER,3,2,1
TRM TECHNOLOGIES,3,2,1
TOTEM OFFISOURCE,3,3,0
ANNAN BIRD LITHOGRAPHERS,3,2,1
THE DOUBLE TREE BY HILTON,3,3,0
TRICO PRINTING,3,3,0
DMTI SPATIAL,3,3,0
INDSPIRE,3,3,0
DESCHAMPS IMPRESSION,3,3,0
IBISKA TELECOM,3,2,1
DELOITTE AND TOUCHE,3,2,1
DATA GROUP OF COMPANIES THE,3,2,1
ROSS KEILLER ENTERPRISES,3,2,1
DALIAN ENTERPRISES,3,2,1
SAS INSTITUTE,3,3,0
CABLE TIES AND MORE,2,2,0
QUINTET CONSULTING,2,1,1
ALL CANADIAN COURIER,2,2,0
PURELOGIC,2,2,0
CROWNE PLAZA GATINEAU OTTAWA,2,2,0
6237819 CANADA,2,2,0
PUROLATOR,2,2,0
RANDSTAD,2,2,0
COUNCIL OF CANADIANS W DISABIL,2,2,0
BROOKFIELD ASSET MANAGEMENT,2,2,0
BRADDA PRINTING SERVICES,2,2,0
CORPORATE RENAISSANCE GROUP,2,2,0
BLANCCO CANADA,2,2,0
RANSTAD INTERIM,2,1,1
POINT DORGUE COACHING,2,2,0
BLAIS ANDRE,2,1,1
PARENT LAURENCE,2,1,1
ORKESTRA MARKETING,2,2,0
PETER CAMERON ASSOCIATES,2,1,1
PRICEWATERHOUSE COOPERS,2,2,0
CODEWORK,2,2,0
CNIB,2,1,1
GUYTELCA,2,2,0
GROUPE ONSCOPE,2,2,0
GRONDINES ANDRE,2,2,0
NAVPOINT CONSULTING GROUP,2,2,0
GIGUERE ET LORTIE,2,1,1
GENESIS INTEGRATION,2,2,0
FUTURE INNS HALIFAX,2,2,0
MORGUARD HOTELS,2,2,0
MARKIDO,2,2,0
MARQUIS IMPRIMEUR,2,2,0
MAKWA RESOURCING,2,2,0
MAXIMUS CANADA SERVICES,2,1,1
LES EMBALLAGES CROWN PACKAGING,2,2,0
LES PRODUITS ARC FIL,2,2,0
FENIX SOLUTIONS,2,1,1
LARABIE CHASE ALISON,2,1,1
LE GROUPE CONSEIL BAASTEL,2,2,0
FAST TRACK STAFFING,2,2,0
LIVING TAPESTRIES,2,1,1
APPLIED ELECTONICS,2,1,1
LAJAK TECHNOLOGIES,2,1,1
KNOWLEDGE CIRCLE,2,1,1
CARBON BLACK,2,1,1
JODHAN DONNA,2,1,1
LACHAPELLE JEAN FRANCOIS,2,2,0
LAMBDA SOLUTIONS,2,1,1
MOTION CREATIVE PRINTING,2,1,1
EQUASION BUSINESS TECHNOLOGIES,2,1,1
CAPITAL TRAITEUR GATINEAU,2,2,0
ENTRUST,2,2,0
