gen_vendor_normalized,total_entries,total_contracts,total_amendments
ALTIS HUMAN RESOURCES,33,24,9
CORADIX TECHNOLOGY CONSULTING,29,22,7
CANADIAN CORPS OF COMMISSIONAIRES,19,14,5
NORTHERN MICRO,18,16,2
GILMORE REPRODUCTIONS,17,16,1
IBM CANADA,17,13,4
EXCEL HUMAN RESOURCES,17,12,5
CANADA POST,17,10,7
SOFTCHOICE,17,14,3
TERAMACH TECHNOLOGIES,16,15,1
GILMORE PRINTING SERVICES,16,12,4
VERSATIL BPI,15,14,1
CANON,14,13,1
LOWE MARTIN COMPANY,14,12,2
SAMSON AND ASSOCIATES,14,10,4
ST JOSEPH PRINT GROUP,14,10,4
ESRI,11,11,0
GARTNER,11,11,0
MICROSOFT CANADA,11,5,6
PROCOM CONSULTANTS,10,4,6
SMITH INDUSPAC OTTAWA,10,9,1
CANON CANADAS BUSINESS,10,9,1
PHOENIX STRATEGIC PERSPECTIVES,9,9,0
ARTEMP PERSONNEL SERVICES,9,4,5
LUMINA IT,9,6,3
ORANGUTECH,8,5,3
DONNA CONA,8,4,4
PUROLATOR COURIER,8,4,4
FREEBALANCE,7,6,1
LOCKHART NATHAN,7,6,1
PROTAK CONSULTING GROUP,7,5,2
ADVANCED CHIPPEWA TECHNOLOGIES,7,7,0
HACKETT CONSULTING,7,5,2
TEKSYSTEMS CANADA,7,5,2
INTERSOL GROUP GROUPE,7,7,0
LONGO AND ASSOCIATES,6,3,3
CDW CANADA,6,6,0
PAULA TIMMONS HUMAN RESOURCES,6,5,1
CENTRE DE LANGUES CHARPENTIER,6,3,3
AON REED STENHOUSE,6,4,2
LEO PISCES SERVICES GROUP,6,3,3
CREMER PIERRE,6,2,4
QUANTUM MANAGEMENT SERVICES,6,6,0
THE AIM GROUP,6,4,2
BPM CONSULTING,6,6,0
ELLICOM,5,3,2
THRIVY DEALS,5,5,0
KROMAR PRINTING,5,5,0
CBI WORKPLACE SOLUTIONS,5,3,2
FREEMAN AUDIO VISUAL,5,5,0
NCR ASSOCIATES,5,4,1
FELIX TECHNOLOGY,5,3,2
ROGERS,5,3,2
SUPER CHANNEL INTERNATIONAL,5,4,1
INSA,5,5,0
ALTRUISTIC INFORMATICS,5,4,1
SI SYSTEMS,5,4,1
TEKNION,5,3,2
RUTHERFORD MCKAY ASSOCIATES,5,4,1
DATA COMMUNICATIONS MANAGEMENT,5,5,0
CLA PERSONNEL,5,3,2
SUPREMEX,5,4,1
ENVIRONICS RESEARCH GROUP,4,3,1
IT NET CONSULTANTS,4,4,0
PROMAXIS,4,3,1
PUBLICITE MACA,4,3,1
CORNERSTONE COMMUNICATIONS,4,3,1
ACART COMMUNICATIONS,4,4,0
PITNEY BOWES,4,3,1
PEOPLE FIRST OF CANADA,4,2,2
PAPP PLASTICS AND DISTRIBUTING,4,3,1
FEDEX,4,3,1
OPENFRAME TECHNOLOGIES,4,3,1
ORACLE CANADA,4,4,0
PURE SPIRIT,4,4,0
MACFIE ELIZABETH,4,2,2
FUJITSU,4,3,1
MODIS CANADA,4,4,0
ABC LIFE LITERACY CANADA,4,4,0
LAMOUREUX SYLVIE,4,2,2
CLARKE JEFF,4,2,2
CLOSEREACH,4,4,0
BELL CANADA,4,4,0
CHRETIEN AMELIE,4,3,1
IPSS,4,3,1
JACKSON KAREN,4,1,3
EDGAR,4,3,1
WORKDYNAMICS TECHNOLOGIES,4,3,1
WORKLOGICCOM,4,1,3
CANADIAN GROUP FOR EMERGENCY,4,4,0
IMPRIMERIE DALOU,4,4,0
SIERRA SYSTEMS GROUP,4,4,0
SAP,4,4,0
RIDEAU RECOGNITION SOLUTION,4,2,2
HEWLETT PACKARD,4,2,2
CALIAN,4,3,1
RHEA,4,3,1
TRICO EVOLUTION,4,4,0
QMR,3,3,0
QUIRC QUALITATIVE INSIGHTS,3,3,0
BUROVISION OTTAWA,3,3,0
ENVELOPPE CONCEPT,3,3,0
PRIVACY IN DESIGN,3,1,2
CORPORATE EXPRESS CANADA,3,2,1
POINT PAR POINT,3,3,0
BLACKBERRY,3,3,0
ACADEMIE DE FORMATION,3,1,2
CNW GROUP,3,3,0
CMS HUMAN RESOURCES CON,3,2,1
