owner_acronym,effective_year,sum_yearly_value
dfo,2010,1782157.06
dfo,2011,2895776.76
dfo,2012,5021894.57
dfo,2013,3407759.56
dfo,2014,16203041.97
dfo,2015,11708029.08
dfo,2016,7390524.66
dfo,2017,12912557.32
dfo,2018,6940450.73
dfo,2019,5333715.61
dnd,2010,5603258.79
dnd,2011,7950439.91
dnd,2012,4391178.25
dnd,2013,3465265.09
dnd,2014,491306.25
dnd,2015,1255292.95
dnd,2016,17150223.27
dnd,2017,20747483.84
dnd,2018,1134127.42
dnd,2019,1315613.39
tc,2014,12157.87
tc,2015,4026367.93
tc,2016,2439712.91
tc,2019,341076.97
