owner_acronym,sum_effective_value
vac,51390749.90
dnd,36945777.44
ssc,32843544.01
cra,29887127.38
cbsa,27574513.66
tc,24485851.78
inac,14224402.49
ic,9874171.67
rcmp,5136264.11
pspc,5016645.01
hc,3846894.03
phac,2777349.03
gac,2078635.03
ircc,1055940.16
esdc,789226.40
tbs,666666.67
ec,341290.00
fja,201194.00
cnsc,134896.58
atssc,103253.75
cfia,60613.00
stats,51612.75
psc,36540.00
csc,9080.93
