owner_acronym,sum_effective_value
ircc,713750306.43
pptc,119366712.60
dnd,4784316.49
tc,4065300.07
rcmp,1437934.01
inac,1195238.37
ec,764480.00
gac,568078.54
nrcan,111870.00
isc,18155.04
