owner_acronym,sum_effective_value
gac,93322241.27
esdc,5604575.01
ic,2065368.15
infra,1693130.00
hc,1077456.62
ircc,936908.81
fin,635551.91
agr,592112.10
tbs,556150.00
cbsa,465995.76
phac,274416.31
ps,235734.25
cfia,210100.06
inac,206224.63
nrcan,139950.22
ec,99487.89
oag,89716.66
pspc,88168.97
ssc,78065.37
tc,77222.90
nserc,76070.44
just,59918.90
rcmp,51629.59
fintrac,50850.00
dnd,37665.81
feddev,35174.60
stats,28476.00
csa,25990.00
cas,25000.00
nrc,24588.00
lac,14632.00
