owner_acronym,source_year,total_entries,total_contracts,total_amendments
agr,2016,5,4,1
agr,2017,6,6,0
agr,2018,5,5,0
agr,2019,4,4,0
cas,2018,1,1,0
cbsa,2014,2,2,0
cbsa,2015,2,2,0
cbsa,2016,3,1,2
cbsa,2017,1,1,0
cbsa,2018,3,2,1
cbsa,2019,2,1,1
cfia,2015,1,1,0
cfia,2016,2,1,1
cfia,2017,1,1,0
cfia,2018,1,1,0
cfia,2019,1,1,0
csa,2013,1,1,0
csps,2019,1,1,0
dfo,2019,2,1,1
dnd,2015,1,1,0
dnd,2018,1,1,0
dnd,2019,11,9,2
ec,2016,1,1,0
ec,2017,2,2,0
ec,2018,1,0,1
ec,2019,1,1,0
esdc,2011,1,1,0
esdc,2012,3,3,0
esdc,2013,9,9,0
esdc,2014,6,6,0
esdc,2015,3,3,0
esdc,2016,17,11,6
esdc,2017,42,24,18
esdc,2018,59,36,23
esdc,2019,47,24,23
feddev,2017,1,1,0
feddev,2018,1,1,0
fin,2014,2,1,1
fin,2015,1,0,1
fin,2016,1,1,0
fin,2017,2,1,1
fin,2018,1,0,1
fin,2019,7,5,2
fintrac,2012,1,1,0
gac,2010,4,0,4
gac,2011,4,0,4
gac,2013,2,2,0
gac,2014,3,2,1
gac,2015,3,3,0
gac,2016,6,6,0
gac,2017,3,3,0
gac,2018,5,2,3
gac,2019,4,4,0
hc,2010,1,1,0
hc,2011,2,2,0
hc,2014,4,2,2
hc,2015,2,1,1
hc,2016,8,6,2
hc,2017,2,2,0
hc,2018,2,2,0
hc,2019,4,3,1
ic,2012,1,1,0
ic,2013,18,17,1
ic,2014,17,16,1
ic,2015,18,16,2
ic,2016,12,11,1
ic,2017,18,17,1
ic,2018,23,20,3
ic,2019,6,6,0
inac,2015,3,3,0
inac,2016,3,2,1
inac,2017,2,2,0
inac,2019,1,1,0
infra,2011,1,0,1
infra,2015,2,2,0
infra,2018,2,0,2
infra,2019,2,0,2
irb,2019,1,1,0
ircc,2010,1,1,0
ircc,2011,2,1,1
ircc,2014,1,1,0
ircc,2015,3,1,2
ircc,2016,4,2,2
ircc,2017,3,2,1
ircc,2018,9,6,3
ircc,2019,4,4,0
just,2015,1,1,0
just,2019,1,1,0
lac,2015,2,1,1
nrc,2010,1,1,0
nrcan,2011,2,2,0
nrcan,2012,2,1,1
nrcan,2016,1,1,0
nrcan,2017,1,1,0
nrcan,2018,2,1,1
nrcan,2019,2,2,0
nserc,2017,2,1,1
nserc,2018,1,0,1
nserc,2019,3,2,1
oag,2018,3,3,0
oag,2019,6,6,0
pbc,2019,1,1,0
pch,2019,1,1,0
phac,2010,1,1,0
phac,2011,2,2,0
phac,2014,4,2,2
phac,2015,2,1,1
phac,2016,5,4,1
phac,2017,3,3,0
phac,2018,1,1,0
ps,2015,1,1,0
ps,2016,2,2,0
ps,2017,4,4,0
ps,2018,4,4,0
ps,2019,3,1,2
pspc,2013,2,1,1
pspc,2014,1,1,0
pspc,2015,1,1,0
pspc,2016,1,1,0
pspc,2017,2,1,1
pspc,2018,3,3,0
pspc,2019,12,10,2
rcmp,2012,1,1,0
rcmp,2014,1,1,0
rcmp,2019,1,1,0
ssc,2012,3,2,1
ssc,2013,2,2,0
ssc,2019,2,2,0
stats,2010,1,1,0
tbs,2017,1,1,0
tbs,2018,1,1,0
tbs,2019,2,0,2
tc,2018,1,1,0
tc,2019,7,6,1
